Year	No. of records with a forename	No. of male/mostly male forename records	No. of female/mostly female forename records	No. of gender-undetermined forename records	% of records with a male/mostly male forename	% of records with a female/mostly female forename	% of records with a gender-undetermined forename	Gender ratio of (male+mostly male)/(female + mostly female) forename records	No. of records with a middle name	Avg. no. of middle names per record (for records with >=1 middle name)	No. of different forenames seen	Forename diversity (i.e., ratio of the no. of different forenames to the total no. of records per year)	% of this year's forenames not used in the previous year	Most popular forename (% of records)	Second most popular forename (% of records)	Third most popular forename (% of records)	Fourth most popular forename (% of records)	Fifth most popular forename (% of records)	Most popular middle name (% of records)	Second most popular middle name (% of records)	Third most popular middle name (% of records)	Fourth most popular middle name (% of records)	Fifth most popular middle name (% of records)
1924	28716	15665	12878	173	54.551	44.846	0.602	1.216	10311	1.073	1303	0.045	46.585	John (5.049%)	William (3.528%)	James (2.967%)	Mary (2.964%)	Thomas (2.337%)	Mary (3.590%)	William (3.309%)	May (2.749%)	Henry (2.568%)	John (2.251%)
1925	26992	14848	11984	160	55.009	44.398	0.593	1.239	9753	1.069	1201	0.044	44.963	John (5.313%)	William (3.586%)	James (2.945%)	Mary (2.819%)	Thomas (2.234%)	Mary (3.597%)	William (3.137%)	Henry (2.552%)	May (2.465%)	James (2.370%)
1926	24528	13570	10807	151	55.325	44.060	0.616	1.256	8881	1.067	1175	0.048	46.383	John (4.974%)	William (3.421%)	James (2.874%)	Mary (2.776%)	Margaret (2.169%)	Mary (3.555%)	William (3.354%)	May (2.352%)	John (2.268%)	Henry (2.247%)
1927	21792	11982	9658	152	54.983	44.319	0.698	1.241	7955	1.069	1135	0.052	46.608	John (5.140%)	William (3.203%)	James (2.762%)	Mary (2.542%)	Thomas (2.212%)	Mary (4.126%)	William (3.057%)	May (2.469%)	John (2.281%)	M (2.245%)
1928	20665	11529	9044	92	55.790	43.765	0.445	1.275	7625	1.065	1058	0.051	46.408	John (4.984%)	William (3.189%)	James (2.744%)	Mary (2.405%)	Thomas (2.241%)	Mary (3.682%)	William (3.448%)	John (2.241%)	M (2.044%)	James (2.032%)
1929	18943	10505	8336	102	55.456	44.006	0.538	1.260	6811	1.064	991	0.052	46.317	John (5.168%)	William (3.136%)	James (2.687%)	Mary (2.360%)	Margaret (2.212%)	Mary (3.862%)	William (3.007%)	John (2.428%)	James (2.152%)	May (2.097%)
1930	16923	9308	7531	84	55.002	44.502	0.496	1.236	6325	1.062	922	0.054	44.902	John (4.881%)	William (3.073%)	James (2.659%)	Mary (2.458%)	Margaret (2.346%)	Mary (3.307%)	William (3.098%)	John (2.309%)	Edward (2.204%)	Henry (2.085%)
1931	16319	9240	6982	97	56.621	42.784	0.594	1.323	6076	1.063	911	0.056	45.005	John (5.417%)	Margaret (2.929%)	James (2.800%)	William (2.776%)	Mary (2.077%)	Mary (4.087%)	William (3.329%)	John (2.756%)	Henry (2.183%)	Edward (2.121%)
1932	14672	8263	6319	90	56.318	43.068	0.613	1.308	5549	1.062	897	0.061	45.039	John (5.371%)	William (3.047%)	Margaret (2.863%)	James (2.420%)	Jean (2.174%)	Mary (4.108%)	John (3.039%)	William (2.614%)	Edward (2.360%)	James (2.020%)
1933	13297	7581	5648	68	57.013	42.476	0.511	1.342	4959	1.049	821	0.062	42.266	John (5.076%)	Margaret (2.692%)	William (2.655%)	James (2.595%)	Jean (2.098%)	Mary (3.942%)	John (3.288%)	William (2.827%)	May (2.019%)	M (1.981%)
1934	12145	6800	5266	79	55.990	43.359	0.650	1.291	4550	1.060	800	0.066	43.375	John (5.270%)	William (2.660%)	Margaret (2.487%)	James (2.470%)	Jean (2.108%)	Mary (4.771%)	John (2.945%)	William (2.634%)	James (2.572%)	M (2.074%)
1935	11663	6549	5050	64	56.152	43.299	0.549	1.297	4476	1.059	782	0.067	42.455	John (5.333%)	Margaret (2.829%)	Brian (2.607%)	William (2.564%)	Jean (2.504%)	Mary (4.176%)	John (3.269%)	William (2.995%)	James (2.468%)	Edward (1.919%)
1936	10940	6389	4499	52	58.400	41.124	0.475	1.420	4283	1.061	749	0.068	43.258	John (5.786%)	Brian (2.761%)	Margaret (2.532%)	William (2.358%)	Mary (2.258%)	Mary (3.851%)	John (3.367%)	William (2.905%)	Edward (2.817%)	Ann (2.201%)
1937	10329	5965	4300	64	57.750	41.630	0.620	1.387	4010	1.064	750	0.073	43.200	John (5.731%)	Margaret (2.856%)	Brian (2.856%)	James (2.498%)	William (2.372%)	Mary (4.102%)	John (3.844%)	William (3.188%)	Edward (2.813%)	James (2.532%)
1938	9450	5443	3952	55	57.598	41.820	0.582	1.377	3714	1.064	731	0.077	41.997	John (5.619%)	Margaret (2.709%)	Brian (2.624%)	James (2.339%)	Jean (2.243%)	Mary (4.023%)	John (3.340%)	William (2.935%)	James (2.682%)	Ann (2.075%)
1939	9181	5296	3838	47	57.684	41.804	0.512	1.380	3722	1.067	742	0.081	43.801	John (5.533%)	Brian (2.669%)	Margaret (2.516%)	Peter (2.364%)	William (2.276%)	John (4.129%)	Ann (3.776%)	Mary (3.600%)	William (3.197%)	James (2.216%)
1940	8938	5175	3708	55	57.899	41.486	0.615	1.396	3744	1.057	687	0.077	38.719	John (5.449%)	David (2.775%)	Peter (2.629%)	James (2.607%)	Margaret (2.596%)	John (4.521%)	Ann (3.764%)	William (3.410%)	Mary (3.208%)	James (2.374%)
1941	8432	4937	3449	46	58.551	40.904	0.546	1.431	3552	1.062	659	0.078	39.757	John (5.870%)	David (2.894%)	Margaret (2.680%)	James (2.455%)	Peter (2.431%)	Ann (4.294%)	John (4.161%)	Mary (3.048%)	William (2.783%)	James (2.756%)
1942	7809	4527	3233	49	57.972	41.401	0.627	1.400	3336	1.052	652	0.083	41.104	John (5.506%)	David (3.201%)	Peter (2.548%)	Margaret (2.420%)	William (2.369%)	John (5.245%)	Ann (4.447%)	William (3.506%)	Mary (2.993%)	James (2.423%)
1943	7864	4573	3253	38	58.151	41.366	0.483	1.406	3668	1.056	647	0.082	40.031	John (5.722%)	David (3.408%)	Michael (2.658%)	Peter (2.492%)	Margaret (2.340%)	Ann (5.837%)	John (5.088%)	Mary (3.538%)	William (3.332%)	James (2.789%)
1944	7597	4415	3165	17	58.115	41.661	0.224	1.395	3617	1.057	604	0.080	37.417	John (5.515%)	David (3.988%)	Michael (2.738%)	Peter (2.725%)	James (2.172%)	Ann (5.152%)	John (5.126%)	Mary (4.079%)	James (2.589%)	William (2.537%)
1945	6943	3963	2947	33	57.079	42.446	0.475	1.345	3291	1.052	644	0.093	41.615	John (5.516%)	David (4.162%)	Michael (2.809%)	Peter (2.362%)	Margaret (2.146%)	John (6.183%)	Ann (6.097%)	William (3.323%)	Mary (3.178%)	James (2.369%)
1946	7324	4256	3041	27	58.110	41.521	0.369	1.400	3454	1.040	643	0.088	41.058	John (5.707%)	David (4.328%)	Michael (2.826%)	Peter (2.813%)	James (2.116%)	John (5.792%)	Ann (5.737%)	Mary (3.509%)	William (3.453%)	James (2.590%)
1947	8245	4762	3454	29	57.756	41.892	0.352	1.379	3937	1.039	639	0.078	41.315	John (5.676%)	David (4.621%)	Michael (2.887%)	Peter (2.765%)	James (1.892%)	John (6.284%)	Ann (5.966%)	Mary (3.545%)	William (2.958%)	James (2.910%)
1948	6306	3675	2593	38	58.278	41.120	0.603	1.417	2977	1.038	594	0.094	39.731	John (5.392%)	David (4.012%)	Michael (3.409%)	Peter (2.759%)	Alan (1.966%)	John (6.311%)	Ann (5.340%)	Mary (3.625%)	William (2.945%)	James (2.395%)
1949	5363	3079	2258	26	57.412	42.103	0.485	1.364	2571	1.047	549	0.102	38.980	John (5.780%)	David (4.009%)	Peter (3.039%)	Michael (2.872%)	Susan (2.219%)	John (6.092%)	Ann (4.941%)	Mary (3.529%)	William (3.343%)	James (3.343%)
1950	4779	2793	1951	35	58.443	40.824	0.732	1.432	2301	1.054	558	0.117	40.860	John (6.089%)	David (4.666%)	Michael (3.578%)	Peter (3.202%)	Susan (2.365%)	John (7.626%)	Ann (5.235%)	Mary (4.040%)	James (3.710%)	William (2.885%)
1951	4241	2421	1789	31	57.086	42.183	0.731	1.353	2054	1.051	532	0.125	41.353	John (5.022%)	David (4.999%)	Michael (2.995%)	Peter (2.735%)	Susan (2.499%)	John (6.163%)	Ann (5.375%)	Mary (3.197%)	William (2.919%)	James (2.641%)
1952	3737	2152	1558	27	57.586	41.691	0.723	1.381	1759	1.049	525	0.140	44.762	John (5.646%)	David (4.094%)	Michael (3.077%)	Stephen (2.542%)	Christine (2.301%)	John (6.070%)	Ann (4.119%)	Mary (3.957%)	William (2.764%)	Anne (2.710%)
1953	3525	1993	1507	25	56.539	42.752	0.709	1.322	1704	1.057	501	0.142	43.114	John (4.369%)	David (4.170%)	Susan (3.206%)	Michael (3.064%)	Stephen (2.496%)	John (5.552%)	Ann (5.053%)	William (3.443%)	Mary (3.276%)	James (2.665%)
1954	3378	1988	1368	22	58.851	40.497	0.651	1.453	1638	1.053	487	0.144	38.809	David (4.885%)	John (4.500%)	Peter (3.168%)	Stephen (2.960%)	Michael (2.960%)	John (5.101%)	Ann (4.058%)	Mary (3.536%)	James (2.841%)	Elizabeth (2.435%)
1955	3065	1816	1235	14	59.250	40.294	0.457	1.470	1500	1.041	473	0.154	41.438	John (5.383%)	David (4.829%)	Stephen (3.295%)	Susan (3.165%)	Michael (3.002%)	John (8.008%)	Ann (4.228%)	Mary (2.947%)	J (2.691%)	Elizabeth (2.562%)
1956	3095	1816	1255	24	58.675	40.549	0.775	1.447	1486	1.034	468	0.151	39.744	John (4.750%)	David (4.233%)	Michael (3.425%)	Stephen (3.134%)	Susan (2.585%)	John (5.469%)	Ann (3.385%)	Mary (2.539%)	William (2.474%)	J (2.474%)
1957	3046	1757	1269	20	57.682	41.661	0.657	1.385	1447	1.035	447	0.147	38.926	John (5.286%)	Stephen (3.381%)	David (3.349%)	Susan (2.725%)	Michael (2.659%)	John (6.142%)	Ann (4.606%)	Mary (3.204%)	A (2.804%)	Elizabeth (2.603%)
1958	3001	1769	1206	26	58.947	40.187	0.866	1.467	1439	1.048	465	0.155	41.290	John (4.499%)	David (4.099%)	Stephen (3.599%)	Paul (3.132%)	Susan (3.066%)	John (7.294%)	Ann (4.443%)	Mary (3.382%)	James (2.719%)	Anthony (2.387%)
1959	2982	1695	1273	14	56.841	42.689	0.469	1.332	1395	1.047	468	0.157	42.308	David (4.393%)	John (4.292%)	Stephen (3.152%)	Paul (2.817%)	Susan (2.750%)	John (6.233%)	Ann (5.205%)	A (3.562%)	James (2.877%)	Mary (2.603%)
1960	3060	1801	1232	27	58.856	40.261	0.882	1.462	1501	1.045	506	0.165	45.455	John (4.216%)	David (3.987%)	Stephen (3.039%)	Paul (2.876%)	Susan (2.255%)	John (6.059%)	Ann (5.548%)	Anthony (3.125%)	Mary (2.679%)	J (2.551%)
1961	3022	1773	1233	16	58.670	40.801	0.529	1.438	1469	1.039	442	0.146	39.593	John (4.897%)	David (3.276%)	Paul (3.077%)	Stephen (3.044%)	Michael (2.383%)	John (5.828%)	Ann (4.846%)	Anthony (2.881%)	James (2.554%)	A (2.554%)
1962	3090	1846	1226	18	59.741	39.676	0.583	1.506	1523	1.047	485	0.157	40.825	David (4.757%)	John (4.595%)	Mark (2.945%)	Paul (2.880%)	Stephen (2.751%)	John (5.019%)	Ann (3.952%)	Anthony (3.074%)	A (3.011%)	James (2.760%)
1963	3022	1807	1190	25	59.795	39.378	0.827	1.518	1567	1.037	505	0.167	42.970	David (4.037%)	John (3.375%)	Mark (2.945%)	Andrew (2.713%)	Paul (2.713%)	John (4.800%)	Ann (4.738%)	A (3.077%)	Anthony (2.831%)	J (2.708%)
1964	2885	1708	1154	23	59.203	40.000	0.797	1.480	1462	1.050	477	0.165	41.929	Paul (3.778%)	John (3.605%)	David (3.432%)	Mark (3.293%)	Michael (3.258%)	John (5.993%)	James (3.322%)	Anthony (3.192%)	David (2.736%)	Ann (2.736%)
1965	2637	1562	1047	28	59.234	39.704	1.062	1.492	1354	1.034	491	0.186	45.214	David (3.641%)	John (3.641%)	Paul (3.375%)	Mark (3.072%)	Andrew (2.768%)	John (5.214%)	Ann (4.143%)	J (3.071%)	James (3.071%)	David (2.714%)
1966	2538	1493	1022	23	58.826	40.268	0.906	1.461	1322	1.054	471	0.186	44.586	Paul (4.216%)	David (3.467%)	John (3.152%)	Andrew (2.837%)	Mark (2.719%)	John (6.676%)	James (3.446%)	Jane (2.872%)	Anthony (2.728%)	A (2.584%)
1967	2316	1375	914	27	59.370	39.465	1.166	1.504	1266	1.028	474	0.205	46.835	Paul (3.800%)	David (3.325%)	John (3.109%)	Andrew (2.807%)	Mark (2.504%)	John (5.995%)	Ann (3.843%)	Jane (3.459%)	James (2.844%)	David (2.537%)
1968	2163	1311	817	35	60.610	37.772	1.618	1.605	1168	1.047	489	0.226	46.217	Paul (3.560%)	Mark (3.514%)	John (3.098%)	David (2.820%)	Andrew (2.681%)	John (5.969%)	Jane (4.252%)	Anthony (3.189%)	Ann (2.862%)	Andrew (2.698%)
1969	1739	1019	692	28	58.597	39.793	1.610	1.473	963	1.050	449	0.258	49.666	David (3.450%)	John (3.335%)	Paul (3.048%)	Mark (2.530%)	Stephen (2.013%)	John (6.726%)	Jane (3.858%)	Louise (3.660%)	Anthony (3.561%)	James (3.363%)
1970	1586	951	611	24	59.962	38.525	1.513	1.556	844	1.060	438	0.276	46.575	John (3.216%)	David (3.090%)	Jason (2.837%)	Mark (2.711%)	Paul (2.648%)	John (7.821%)	Jane (4.469%)	Louise (4.134%)	James (3.575%)	Anthony (2.905%)
1971	1478	875	593	10	59.202	40.122	0.677	1.476	818	1.039	431	0.292	49.884	John (3.112%)	Mark (2.909%)	Paul (2.909%)	David (2.706%)	Jason (2.639%)	John (6.471%)	Jane (5.059%)	James (4.000%)	Anthony (3.529%)	Louise (3.412%)
1972	1345	746	575	24	55.465	42.751	1.784	1.297	754	1.042	412	0.306	48.301	Paul (3.048%)	Jason (2.751%)	Mark (2.454%)	David (2.305%)	Stephen (2.156%)	John (6.616%)	James (4.198%)	Jane (4.071%)	Ann (3.944%)	Marie (3.308%)
1973	1230	716	500	14	58.211	40.650	1.138	1.432	674	1.062	411	0.334	49.878	Paul (3.415%)	Mark (2.846%)	John (2.439%)	David (2.358%)	Andrew (2.114%)	Jane (5.168%)	John (4.749%)	James (4.190%)	Louise (3.911%)	Anthony (3.492%)
1974	859	509	329	21	59.255	38.300	2.445	1.547	497	1.064	335	0.390	46.866	David (3.027%)	John (2.561%)	Andrew (2.445%)	Paul (2.212%)	Mark (1.979%)	John (5.860%)	Jane (4.537%)	Ann (4.348%)	James (4.159%)	Louise (3.592%)
1975	637	388	240	9	60.911	37.677	1.413	1.617	398	1.055	271	0.425	49.446	John (2.983%)	Andrew (2.669%)	David (2.512%)	Mark (2.355%)	Paul (2.198%)	John (5.714%)	Louise (5.238%)	James (4.524%)	Anthony (3.810%)	David (3.095%)
1976	513	300	200	13	58.480	38.986	2.534	1.500	314	1.076	240	0.468	53.750	Paul (4.094%)	Mark (3.119%)	Andrew (2.339%)	Michael (2.339%)	David (1.949%)	John (6.509%)	James (4.438%)	Jane (4.438%)	Louise (4.142%)	David (3.550%)
1977	422	240	173	9	56.872	40.995	2.133	1.387	246	1.033	211	0.500	57.820	John (3.081%)	David (2.607%)	Lee (2.607%)	Michael (2.370%)	Mark (2.133%)	John (5.906%)	Louise (5.118%)	Anthony (4.724%)	James (3.543%)	Paul (3.543%)
1978	433	226	199	8	52.194	45.958	1.848	1.136	270	1.063	210	0.485	54.286	Michael (2.771%)	Christopher (2.309%)	Paul (2.309%)	David (2.309%)	Mark (2.309%)	Louise (5.226%)	Jane (4.878%)	John (4.878%)	Marie (3.484%)	James (3.484%)
1979	429	270	148	11	62.937	34.499	2.564	1.824	269	1.089	217	0.506	59.447	David (3.730%)	Christopher (3.497%)	Paul (2.564%)	John (2.564%)	Andrew (2.331%)	Louise (6.143%)	James (5.802%)	John (5.119%)	Ann (3.072%)	David (3.072%)
1980	411	238	165	8	57.908	40.146	1.946	1.442	260	1.050	219	0.533	53.881	Christopher (2.676%)	David (2.676%)	Paul (2.190%)	Mark (2.190%)	Kelly (1.946%)	Louise (4.396%)	Michael (4.029%)	James (2.930%)	Paul (2.930%)	Jane (2.930%)
1981	330	201	116	13	60.909	35.152	3.939	1.733	217	1.065	182	0.552	58.791	Andrew (3.939%)	David (3.030%)	Paul (2.727%)	Michael (2.727%)	Christopher (2.424%)	James (7.359%)	John (5.628%)	Louise (5.195%)	Marie (4.762%)	Michael (4.329%)
1982	309	173	130	6	55.987	42.071	1.942	1.331	207	1.077	180	0.583	61.111	Daniel (2.913%)	Michael (2.913%)	Paul (2.589%)	Richard (2.265%)	Steven (1.618%)	Louise (6.278%)	James (6.278%)	John (4.933%)	Marie (4.484%)	Anthony (4.036%)
1983	258	141	106	11	54.651	41.085	4.264	1.330	173	1.087	159	0.616	57.233	James (4.651%)	Christopher (2.326%)	Steven (2.326%)	Andrew (1.938%)	Gemma (1.938%)	Louise (6.383%)	James (4.255%)	John (4.255%)	Paul (2.660%)	Jane (2.660%)
1984	251	139	105	7	55.378	41.833	2.789	1.324	163	1.104	163	0.649	60.736	Matthew (2.390%)	Steven (1.992%)	Mark (1.992%)	Sarah (1.992%)	Gary (1.594%)	Louise (4.444%)	John (3.889%)	Paul (3.333%)	Jane (3.333%)	Marie (3.333%)
1985	243	128	105	10	52.675	43.210	4.115	1.219	164	1.085	155	0.638	61.290	David (2.469%)	Robert (2.469%)	Michael (2.469%)	Christopher (2.058%)	Stephen (2.058%)	Louise (8.989%)	Anthony (5.056%)	John (4.494%)	James (3.371%)	Lee (3.371%)
1986	256	157	95	4	61.328	37.109	1.562	1.653	197	1.091	162	0.633	66.667	Daniel (3.516%)	Christopher (2.734%)	Andrew (2.344%)	James (2.344%)	Jamie (1.953%)	James (8.372%)	Louise (4.651%)	Lee (4.651%)	John (4.186%)	Andrew (3.256%)
1987	237	138	97	2	58.228	40.928	0.844	1.423	171	1.111	136	0.574	58.824	Daniel (3.797%)	Rebecca (2.532%)	Natalie (2.110%)	Michael (2.110%)	Sarah (2.110%)	Louise (8.421%)	John (5.789%)	A (3.684%)	Thomas (3.158%)	James (2.632%)
1988	259	143	108	8	55.212	41.699	3.089	1.324	190	1.142	166	0.641	67.470	Thomas (3.475%)	Michael (3.089%)	Christopher (2.317%)	Mark (2.317%)	Rebecca (1.931%)	Louise (5.991%)	David (5.530%)	James (5.069%)	John (3.226%)	Edward (2.765%)
1989	206	107	94	5	51.942	45.631	2.427	1.138	149	1.101	132	0.641	60.606	Matthew (3.883%)	Daniel (2.913%)	Louise (2.913%)	Jamie (2.427%)	Christopher (1.942%)	Louise (5.488%)	Jane (5.488%)	Lee (3.659%)	Marie (3.049%)	Thomas (3.049%)
1990	189	105	77	7	55.556	40.741	3.704	1.364	133	1.143	128	0.677	66.406	Andrew (2.646%)	Michael (2.646%)	Daniel (2.116%)	Jamie (2.116%)	Adam (2.116%)	James (5.921%)	Louise (4.605%)	Jane (3.289%)	Lee (3.289%)	John (3.289%)
1991	175	100	68	7	57.143	38.857	4.000	1.471	132	1.114	119	0.680	64.706	Christopher (4.000%)	Daniel (3.429%)	Joshua (2.857%)	Laura (2.286%)	Mohammed (2.286%)	Marie (4.082%)	Anthony (4.082%)	James (3.401%)	J (2.721%)	David (2.721%)
1992	159	86	71	2	54.088	44.654	1.258	1.211	105	1.105	115	0.723	73.913	Christopher (2.516%)	Daniel (2.516%)	Andrew (2.516%)	Rebecca (2.516%)	Jemma (1.887%)	James (7.759%)	Louise (6.034%)	Thomas (5.172%)	David (3.448%)	Marie (3.448%)
1993	127	61	60	6	48.031	47.244	4.724	1.017	96	1.104	99	0.780	71.717	Thomas (5.512%)	Jack (3.150%)	Charlotte (2.362%)	Luke (2.362%)	Jamie (2.362%)	Louise (6.604%)	William (3.774%)	David (2.830%)	Alexander (2.830%)	Phillip (1.887%)
1994	117	69	46	2	58.974	39.316	1.709	1.500	83	1.108	94	0.803	69.149	Jack (4.274%)	Daniel (2.564%)	Joshua (1.709%)	Billy (1.709%)	Oliver (1.709%)	Louise (7.609%)	James (6.522%)	David (4.348%)	Anthony (3.261%)	William (2.174%)
1995	89	46	40	3	51.685	44.944	3.371	1.150	69	1.145	74	0.831	71.622	Connor (5.618%)	Rebecca (3.371%)	Thomas (3.371%)	Edward (2.247%)	James (2.247%)	Louise (10.127%)	James (7.595%)	Ashley (3.797%)	Jane (2.532%)	Edward (2.532%)
1996	92	46	46	0	50.000	50.000	0.000	1.000	68	1.147	77	0.837	76.623	Chloe (3.261%)	Dominic (3.261%)	Kyle (2.174%)	Charlotte (2.174%)	Sophie (2.174%)	Lee (10.256%)	Marie (3.846%)	Robert (3.846%)	Louise (3.846%)	Derek (2.564%)
1997	90	52	37	1	57.778	41.111	1.111	1.405	62	1.129	74	0.822	81.081	Mohammed (3.333%)	Joshua (2.222%)	Chloe (2.222%)	Charlie (2.222%)	Emily (2.222%)	James (8.571%)	Lee (5.714%)	Louise (4.286%)	Jane (2.857%)	J (2.857%)
1998	88	47	39	2	53.409	44.318	2.273	1.205	53	1.113	72	0.818	81.944	Ashley (3.409%)	Thomas (3.409%)	Megan (2.273%)	Ethen (2.273%)	Kyle (2.273%)	John (10.169%)	James (6.780%)	Timothy (5.085%)	William (3.390%)	Elson (3.390%)
1999	81	48	33	0	59.259	40.741	0.000	1.455	52	1.115	66	0.815	78.788	Oliver (3.704%)	Jane (3.704%)	Rebecca (3.704%)	Mohammed (3.704%)	Sophie (2.469%)	Jane (5.172%)	Elizabeth (5.172%)	James (5.172%)	Charles (3.448%)	Jack (3.448%)
2000	62	28	32	2	45.161	51.613	3.226	0.875	35	1.229	53	0.855	84.906	Mohammed (4.839%)	Chloe (4.839%)	Catherine (3.226%)	William (3.226%)	James (3.226%)	Jane (4.651%)	Leigh (4.651%)	Anne (4.651%)	Rose (4.651%)	Louise (4.651%)
2001	53	29	23	1	54.717	43.396	1.887	1.261	38	1.105	46	0.868	78.261	Jack (7.547%)	James (3.774%)	Josh (3.774%)	Nathan (3.774%)	Amy (3.774%)	David (7.143%)	Elizabeth (4.762%)	Louise (4.762%)	John (4.762%)	Jane (2.381%)
2002	44	21	22	1	47.727	50.000	2.273	0.955	34	1.147	39	0.886	79.487	James (6.818%)	Robin (4.545%)	Charlotte (4.545%)	Ebony (4.545%)	Dylan (2.273%)	James (7.692%)	William (5.128%)	Louise (5.128%)	Patrick (2.564%)	Isobel (2.564%)
2003	54	38	14	2	70.370	25.926	3.704	2.714	44	1.250	43	0.796	83.721	Tyler (5.556%)	Luke (5.556%)	Joseph (5.556%)	Joshua (3.704%)	Thomas (3.704%)	Michael (5.455%)	Joshua (3.636%)	William (3.636%)	Daniel (3.636%)	Douglas (3.636%)
2004	43	28	14	1	65.116	32.558	2.326	2.000	28	1.179	39	0.907	89.744	Max (4.651%)	Joshua (4.651%)	Ben (4.651%)	Matthew (4.651%)	George (2.326%)	Peter (6.061%)	Lee (6.061%)	Clifford (3.030%)	Phillip (3.030%)	George (3.030%)
2005	43	19	22	2	44.186	51.163	4.651	0.864	30	1.233	40	0.930	90.000	Daniel (4.651%)	Mohammed (4.651%)	Caitlyn (4.651%)	Fatima (2.326%)	Fatma (2.326%)	May (8.108%)	Paul (5.405%)	Sharla (5.405%)	Philip (5.405%)	James (5.405%)
2006	44	23	19	2	52.273	43.182	4.545	1.211	36	1.139	38	0.864	86.842	Mohammed (6.818%)	Ellie (4.545%)	Cameron (4.545%)	Taylor (4.545%)	Harry (4.545%)	Jean (4.878%)	Keith (4.878%)	Ingram (4.878%)	Christopher (2.439%)	Jane (2.439%)
2007	16	3	13	0	18.750	81.250	0.000	0.231	11	1.091	16	1.000	87.500	Lewis (6.250%)	Lily (6.250%)	Saniyah (6.250%)	Kenzie (6.250%)	Sophia (6.250%)	Louise (25.000%)	Lee (16.667%)	Sue (8.333%)	Bethany (8.333%)	Hassan (8.333%)
2008	18	9	9	0	50.000	50.000	0.000	1.000	14	1.214	16	0.889	93.750	Luke (11.111%)	Mohammed (11.111%)	Sophie (5.556%)	Amina (5.556%)	Gabrielle (5.556%)	Paul (11.765%)	Michael (5.882%)	K (5.882%)	Bernard (5.882%)	Kyle (5.882%)
2009	2	0	2	0	0.000	100.000	0.000	0.000	2	1.000	2	1.000	100.000	Saniya (50.000%)	Liberty (50.000%)	NA (NA%)	NA (NA%)	NA (NA%)	Kendall (50.000%)	Deeba (50.000%)	NA (NA%)	NA (NA%)	NA (NA%)
